position,player,bye,points_year,points_week,vorp,max_bid,tier
WR,Tyler Boyd,9,186.23999999999998,11.639999999999999,1.4087499999999995,12.678749999999996,2
WR,DK Metcalf,6,184.57,11.535625,1.3043750000000003,11.739375000000003,2
WR,A.J. Green,9,182.49,11.405625,1.1743750000000013,10.569375000000012,2
WR,Michael Gallup,10,178.55,11.159375,0.9281250000000014,8.353125000000013,2
WR,T.Y. Hilton,7,178.5,11.15625,0.9250000000000007,8.325000000000006,2
WR,Marquise Brown,8,177.87,11.116875,0.885625000000001,7.970625000000009,2
WR,Julian Edelman,6,176.79000000000002,11.049375000000001,0.818125000000002,7.363125000000018,2
WR,Stefon Diggs,11,175.71,10.981875,0.7506250000000012,6.755625000000011,2
WR,Jarvis Landry,9,174.63,10.914375,0.6831250000000004,6.148125000000004,2
WR,Preston Williams,11,174.51999999999998,10.907499999999999,0.6762499999999996,6.086249999999996,2
WR,Marvin Jones,5,171.92000000000002,10.745000000000001,0.5137500000000017,4.623750000000015,2
WR,Deebo Samuel,11,171.76999999999998,10.735624999999999,0.5043749999999996,4.539374999999996,2
WR,Anthony Miller,11,170.07999999999998,10.629999999999999,0.3987499999999997,3.5887499999999974,2
WR,Sterling Shepard,11,168.4,10.525,0.29375000000000107,2.6437500000000096,2
WR,CeeDee Lamb,10,166.76,10.4225,0.19125000000000014,1.7212500000000013,2
WR,Henry Ruggs III,6,165.05,10.315625,0.08437500000000142,1,2
WR,Jamison Crowder,11,163.7,10.23125,0,1,2
WR,Will Fuller,8,163.54000000000002,10.221250000000001,-0.00999999999999801,1,2
WR,Brandin Cooks,8,156.89,9.805625,-0.42562500000000014,1,3
WR,Christian Kirk,8,151.96,9.4975,-0.7337499999999988,1,3
WR,John Brown,11,151.45,9.465625,-0.765625,1,3
WR,Emmanuel Sanders,6,148.73,9.295625,-0.9356249999999999,1,3
WR,Diontae Johnson,8,147.69,9.230625,-1.0006249999999994,1,3
WR,Darius Slayton,11,147.22000000000003,9.201250000000002,-1.0299999999999976,1,3
WR,Jerry Jeudy,8,146.98000000000002,9.186250000000001,-1.0449999999999982,1,3
WR,Mike Williams,10,145,9.0625,-1.1687499999999993,1,3
WR,Golden Tate,11,142.54,8.90875,-1.3224999999999998,1,3
WR,Steven Sims,8,138.2,8.6375,-1.59375,1,3
WR,N’Keal Harry,6,137.89,8.618125,-1.6131250000000001,1,3
WR,DeSean Jackson,9,137.12,8.57,-1.661249999999999,1,3
WR,Mecole Hardman,10,134.51,8.406875,-1.8243749999999999,1,3
WR,Justin Jefferson,7,133.54,8.34625,-1.8849999999999998,1,3
WR,Bryan Edwards,6,132.23000000000002,8.264375000000001,-1.9668749999999982,1,3
WR,Breshad Perriman,11,130.02999999999997,8.126874999999998,-2.104375000000001,1,3
WR,Allen Lazard,5,128.70000000000002,8.043750000000001,-2.1874999999999982,1,3
WR,Curtis Samuel,13,128.25,8.015625,-2.2156249999999993,1,3
WR,Jalen Reagor,9,126.47,7.904375,-2.3268749999999994,1,4
WR,Robby Anderson,13,124.44,7.7775,-2.4537499999999994,1,4
WR,Brandon Aiyuk,11,123.80000000000001,7.737500000000001,-2.4937499999999986,1,4
WR,Corey Davis,7,123.22,7.70125,-2.5299999999999994,1,4
WR,Parris Campbell,7,121.97,7.623125,-2.6081249999999994,1,4
WR,Sammy Watkins,10,120.53,7.533125,-2.698124999999999,1,4
WR,Michael Pittman Jr.,7,118.56,7.41,-2.821249999999999,1,4
WR,James Washington,8,114.05,7.128125,-3.1031249999999995,1,4
WR,Laviska Shenault,7,112.72999999999999,7.045624999999999,-3.185625,1,4
WR,Miles Boykin,8,111.88,6.9925,-3.2387499999999996,1,4
WR,Larry Fitzgerald,8,109.17,6.823125,-3.408124999999999,1,4
WR,Dede Westbrook,7,108.97,6.810625,-3.4206249999999994,1,4
WR,Danny Amendola,5,106.69,6.668125,-3.5631249999999994,1,4
WR,Jakobi Meyers,6,106.53,6.658125,-3.573124999999999,1,4
WR,Randall Cobb,8,106.25,6.640625,-3.5906249999999993,1,4
WR,Cole Beasley,11,105.92000000000002,6.620000000000001,-3.6112499999999983,1,4
WR,Adam Humphries,7,105.38,6.58625,-3.6449999999999996,1,4
WR,Denzel Mims,11,100.77,6.298125,-3.9331249999999995,1,5
WR,Russell Gage,10,96.50999999999999,6.031874999999999,-4.199375,1,5
WR,Josh Reynolds,9,95.12,5.945,-4.286249999999999,1,5
WR,Marquez Valdes-Scantling,5,93.8,5.8625,-4.3687499999999995,1,5
WR,Hunter Renfrow,6,93.52,5.845,-4.3862499999999995,1,5
WR,Antonio Gandy-Golden,8,93.01,5.813125,-4.418124999999999,1,5
WR,Isaiah Ford,11,90.57,5.660625,-4.570625,1,5
WR,Chris Conley,7,87.79,5.486875,-4.744374999999999,1,5
WR,Auden Tate,9,86.76,5.4225,-4.808749999999999,1,5
WR,Damiere Byrd,6,85.56,5.3475,-4.883749999999999,1,5
WR,Kendrick Bourne,11,82.37,5.148125,-5.083124999999999,1,5
WR,Olabisi Johnson,7,82.2,5.1375,-5.093749999999999,1,5
WR,Tre’Quan Smith,6,80.61000000000001,5.038125000000001,-5.193124999999998,1,5
WR,John Ross,9,77.65,4.853125,-5.378124999999999,1,6
WR,Chase Claypool,8,73.92,4.62,-5.611249999999999,1,6
WR,JJ Arcega-Whiteside,9,71.61,4.475625,-5.755624999999999,1,6
WR,Alshon Jeffery,9,70.31,4.394375,-5.836874999999999,1,6
WR,Joe Reed,10,69.91,4.369375,-5.8618749999999995,1,6
WR,Tee Higgins,9,69.42,4.33875,-5.892499999999999,1,6
WR,Josh Gordon,6,66.22,4.13875,-6.092499999999999,1,6
WR,Dontrelle Inman,8,65.17,4.073125,-6.158124999999999,1,6
WR,Zach Pascal,7,64.62,4.03875,-6.192499999999999,1,6
WR,Kenny Stills,8,63.50000000000001,3.9687500000000004,-6.262499999999999,1,6
WR,Devin Duvernay,8,62.720000000000006,3.9200000000000004,-6.311249999999999,1,6
WR,Trent Taylor,11,62.03,3.876875,-6.354374999999999,1,6
WR,Willie Snead,8,61.63,3.851875,-6.379375,1,6
WR,Jakeem Grant,11,61.42,3.83875,-6.392499999999999,1,6
WR,Cordarrelle Patterson,11,55.68,3.48,-6.751249999999999,1,7
WR,Demarcus Robinson,10,54.879999999999995,3.4299999999999997,-6.80125,1,7
WR,Scott Miller,13,54.72,3.42,-6.811249999999999,1,7
WR,DaeSean Hamilton,8,54.68000000000001,3.4175000000000004,-6.813749999999999,1,7
WR,Tim Patrick,8,54.29,3.393125,-6.838125,1,7
WR,Gunner Olszewski,6,54.06,3.37875,-6.852499999999999,1,7
WR,Van Jefferson,9,53.69,3.355625,-6.875624999999999,1,7
WR,Ted Ginn,11,52.2,3.2625,-6.968749999999999,1,7
WR,Nelson Agholor,6,51.34,3.20875,-7.022499999999999,1,7
WR,KJ Hamler,8,51.309999999999995,3.2068749999999997,-7.024374999999999,1,7
WR,Justin Watson,13,51.13999999999999,3.1962499999999996,-7.035,1,7
WR,Greg Ward,9,50.559999999999995,3.1599999999999997,-7.071249999999999,1,7
WR,Equanimeous St. Brown,5,50.13,3.133125,-7.098125,1,7
WR,Andy Isabella,8,48,3,-7.231249999999999,1,7
WR,Javon Wims,11,46.73,2.920625,-7.310625,1,8
WR,David Moore,6,46.349999999999994,2.8968749999999996,-7.334375,1,8
WR,Isaiah Coulter,8,42.17,2.635625,-7.595624999999999,1,8
WR,Kalif Raymond,7,41.169999999999995,2.5731249999999997,-7.658125,1,8
WR,Tajae Sharpe,7,40.69,2.543125,-7.688124999999999,1,8
WR,John Hightower,9,40.65,2.540625,-7.690624999999999,1,8
WR,Richie James,11,39.5,2.46875,-7.762499999999999,1,8
WR,Dante Pettis,11,38.07,2.379375,-7.851875,1,8
WR,Rashard Higgins,9,33.37,2.085625,-8.145624999999999,1,9
WR,Zay Jones,6,31.53,1.970625,-8.260625,1,9
WR,Riley Ridley,11,30.77,1.923125,-8.308124999999999,1,9
WR,Vyncint Smith,11,28.490000000000002,1.7806250000000001,-8.450624999999999,1,10
WR,Keelan Cole,7,27.810000000000002,1.7381250000000001,-8.493125,1,10
WR,Quintez Cephus,5,27.76,1.735,-8.49625,1,10
WR,Tyler Johnson,13,26.93,1.683125,-8.548124999999999,1,10
WR,Antonio Callaway,11,26.630000000000003,1.6643750000000002,-8.566875,1,10
WR,Jalen Guyton,10,26.4,1.65,-8.581249999999999,1,10
WR,Alex Erickson,9,26.220000000000002,1.6387500000000002,-8.5925,1,10
WR,Andre Patton,10,25.26,1.57875,-8.6525,1,10
WR,Marvin Hall,5,23.379999999999995,1.4612499999999997,-8.77,1,11
WR,Laquon Treadwell,10,22.86,1.42875,-8.802499999999998,1,11
WR,Dezmon Patmon,7,21.909999999999997,1.3693749999999998,-8.861875,1,11
WR,Phillip Dorsett,6,20.52,1.2825,-8.948749999999999,1,11
WR,Ryan Switzer,8,20.459999999999997,1.2787499999999998,-8.952499999999999,1,11
WR,KeeSean Johnson,8,20.29,1.268125,-8.963125,1,11
WR,Hakeem Butler,8,20.2,1.2625,-8.96875,1,11
WR,K.J. Hill,10,20.04,1.2525,-8.97875,1,11
WR,Donovan Peoples-Jones,9,19.61,1.225625,-9.005624999999998,1,11
WR,Ventell Bryant,10,18.96,1.185,-9.046249999999999,1,11
WR,Collin Johnson,7,18.87,1.179375,-9.051874999999999,1,11
WR,Isaiah McKenzie,11,17.770000000000003,1.1106250000000002,-9.120624999999999,1,11
WR,Byron Pringle,10,17.549999999999997,1.0968749999999998,-9.134374999999999,1,11
WR,Gabriel Davis,11,15.8,0.9875,-9.243749999999999,1,12
WR,Corey Coleman,11,15.049999999999999,0.9406249999999999,-9.290624999999999,1,12
WR,Seth Roberts,13,14.99,0.936875,-9.294374999999999,1,12
WR,Christian Blake,10,14.71,0.919375,-9.311874999999999,1,12
WR,Chad Beebe,7,14.65,0.915625,-9.315624999999999,1,12
WR,Olamide Zaccheaus,10,12.840000000000002,0.8025000000000001,-9.428749999999999,1,12
WR,Deonte Harris,6,12.63,0.789375,-9.441875,1,12
WR,Pharoh Cooper,13,12.55,0.784375,-9.446874999999999,1,12
WR,K.J. Osborn,7,11.2,0.7,-9.53125,1,12
WR,Chris Hogan,11,11.120000000000001,0.6950000000000001,-9.536249999999999,1,12
WR,KhaDarel Hodge,9,11.029999999999998,0.6893749999999998,-9.541875,1,12
WR,James Proche,8,10.92,0.6825,-9.54875,1,12
WR,Chris Moore,8,8.2,0.5125,-9.71875,1,12
WR,Lil’Jordan Humphrey,6,7.4,0.4625,-9.768749999999999,1,12
